代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),发行数量总计(万股),新股发行数量(万股),老股转让数量(万股),网下配售数量(万股),网上发行数量(万股),回拨比例(%),预计募资(上市公司)(亿元),募资总额(上市公司)(亿元),募资净额(上市公司)(亿元),上市公司发行费用(万元),上市公司发行费率(%),老股转让费用(万元),转让费率(%),发行费用合计(万元),发行费率(%),承销及保荐费(万元),审计及验资费(万元),法律费用(万元),信息披露费(万元),发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,承销商认购余股(万股),包销金额(万元),包销比例,面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所,上市首日涨跌幅%,上市5日涨跌幅%,上市10日涨跌幅%,上市20日涨跌幅%
603882.SH,金域医学,732882,2017/8/21,2017/8/29,2017/9/8,主板,6.93,22.97,54.56,6868,6868,0,686.8,6181.2,60.01,4.76,4.76,4.14,6198.49,13.02,0,0,6198.49,13.02,3712,1560.83,305.75,504,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市中伦律师事务所,2017/8/28,10.2,70.7,0.15,1,广东,卫生,社会服务业-卫生、保健护理服务业,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理服务,A股,上海,44.01,61.12,159.62,
002897.SZ,意华股份,2897,2017/8/21,2017/8/29,2017/9/7,中小企业板,20.68,22.99,47.09,2667,2667,0,266.7,2400.3,50.37,5.52,5.52,5,5143.17,9.33,0,0,5143.17,9.33,3800,600,259.43,429.25,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,立信会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,上海市锦天城律师事务所,2017/8/28,4.48,92.72,0.17,1,浙江,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,44,61.05,92.04,
300695.SZ,兆丰股份,300695,2017/8/7,2017/8/28,2017/9/8,创业板,62.67,22.99,19.35,1667.77,1667.77,0,,1667.75,0,10.45,10.45,9.58,8759.75,8.38,0,0,8759.75,8.38,6409.19,1132.08,613.21,605.27,上网定价,余额包销,海通证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,北京国枫律师事务所,2017/8/25,3.33,208.86,0.2,1,浙江,汽车制造业,制造业-机械、设备、仪表-专用设备制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳,43.99,61.05,34.86,
603725.SH,天安新材,732725,2017/8/16,2017/8/25,2017/9/6,主板,9.64,22.99,36.78,3668,3668,0,366.8,3301.2,50.25,3.54,3.54,3.27,2626.06,7.43,0,0,2626.06,7.43,1703.77,255,226.42,415.09,"网下询价,上网定价",余额包销,光大证券股份有限公司,立信会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,上海市锦天城律师事务所,2017/8/24,5.74,55.33,0.16,1,广东,橡胶和塑料制品业,制造业-石油、化学、塑胶、塑料,材料--材料Ⅱ--化工--基础化工,A股,上海,43.98,61.1,148.27,
603527.SH,众源新材,732527,2017/8/16,2017/8/24,2017/9/7,主板,13.27,22.97,93.4,3110,3110,0,311,2799,50,4.13,4.13,3.64,4881.7,11.83,0,0,4881.7,11.83,3353.4,584.91,452.83,471.7,"网下询价,上网定价",余额包销,国元证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,安徽天禾律师事务所,2017/8/23,6.25,82.91,0.2,1,安徽,有色金属冶炼和压延加工业,制造业-金属、非金属-有色金属冶炼及压延加工业-有色金属压延加工业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,上海,44.01,61.02,130.82,
603183.SH,建研院,732183,2017/8/15,2017/8/24,2017/9/5,主板,13.56,22.98,55.89,2200,2200,0,220,1980,50,2.98,2.98,2.6,3839.62,12.87,0,0,3839.62,12.87,2641.51,622.64,132.08,405.66,"网下询价,上网定价",余额包销,东吴证券股份有限公司,公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,江苏世纪同仁律师事务所,2017/8/23,4.57,61.93,0.21,1,江苏,专业技术服务业,社会服务业-专业、科研服务业,工业--商业和专业服务--专业服务--调查和咨询服务,A股,上海,44.03,61.03,159.45,
300697.SZ,电工合金,300697,2017/8/16,2017/8/24,2017/9/7,创业板,7.63,22.97,94.15,4000,4000,0,400,3600,50,3.05,3.05,2.66,3923.52,12.86,0,0,3923.52,12.86,2730.38,498,245.28,414.15,"网下询价,上网定价",余额包销,广发证券股份有限公司,立信会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,上海市广发律师事务所,2017/8/23,4.04,30.83,0.1,1,江苏,有色金属冶炼和压延加工业,制造业-金属、非金属-有色金属冶炼及压延加工业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,深圳,44.04,61.06,159.42,
300699.SZ,光威复材,300699,2017/8/15,2017/8/23,2017/9/1,创业板,11.26,22.99,29.96,9200,9200,0,920,8280,50,10.36,10.36,9.46,8943.2,8.63,0,0,8943.2,8.63,7764.32,160.38,485.85,452.83,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,立信会计师事务所(特殊普通合伙),中和资产评估有限公司,北京国枫律师事务所,2017/8/22,13.04,146.86,0.14,1,山东,化学纤维制造业,制造业-石油、化学、塑胶、塑料,材料--材料Ⅱ--化工--化纤,A股,深圳,43.96,61.01,159.28,
300699.SZ,光威复材,300699,2017/8/15,2017/8/23,2017/9/1,创业板,11.26,22.99,29.96,9200,9200,0,920,8280,50,10.36,10.36,9.46,8943.2,8.63,0,0,8943.2,8.63,7764.32,160.38,485.85,452.83,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),中和资产评估有限公司,北京国枫律师事务所,2017/8/22,13.04,146.86,0.14,1,山东,化学纤维制造业,制造业-石油、化学、塑胶、塑料,材料--材料Ⅱ--化工--化纤,A股,深圳,43.96,61.01,159.28,
603500.SH,祥和实业,732500,2017/8/15,2017/8/23,2017/9/4,主板,13.17,22.98,47.25,3150,3150,0,315,2835,50,4.15,4.15,3.71,4343.7,10.47,0,0,4343.7,10.47,2830.19,606.6,471.7,417.92,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师事务所,2017/8/22,5.31,69.89,0.17,1,浙江,铁路、船舶、航空航天和其他运输设备制造业,制造业-机械、设备、仪表-交通运输设备制造业-铁路运输设备制造业,工业--资本货物--机械--工业机械,A股,上海,43.96,61.18,112.45,
603359.SH,东珠生态,732359,2017/7/24,2017/8/22,2017/9/1,主板,18.18,22.34,17.09,5690,5690,0,569,5121,51.51,10.34,10.34,9.37,9742.91,9.42,0,0,9742.91,9.42,7665,988,440,600,"网下询价,上网定价",余额包销,瑞信方正证券有限责任公司,立信会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,北京海润天睿律师事务所,2017/8/21,10.66,193.78,0.19,1,江苏,生态保护和环境治理业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,上海,44,61.08,79.6,
300698.SZ,万马科技,300698,2017/8/14,2017/8/22,2017/8/31,创业板,6,22.98,46.65,3350,3350,0,335,3015,50,2.01,2.01,1.68,3251.64,16.18,0,0,3251.64,16.18,2287.74,316.04,245.28,381.13,"网下询价,上网定价",余额包销,海通证券股份有限公司,信永中和会计师事务所(特殊普通合伙),中威正信(北京)资产评估有限公司,浙江天册律师事务所,2017/8/21,4.29,25.75,0.13,1,浙江,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业-通信设备制造业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳,44,61.11,159.38,
002896.SZ,中大力德,2896,2017/8/16,2017/8/18,2017/8/29,中小企业板,11.75,22.99,39.21,2000,2000,0,,2000,0,2.35,2.35,1.99,3616.64,15.39,0,0,3616.64,15.39,2283,566.04,309.43,434.91,上网定价,余额包销,安信证券股份有限公司,中汇会计师事务所(特殊普通合伙),天源资产评估有限公司,浙江天册律师事务所,2017/8/17,4.26,50.1,0.21,1,浙江,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳,44,61.05,114.42,
002895.SZ,川恒股份,2895,2017/8/7,2017/8/16,2017/8/25,中小企业板,7.03,22.99,41.91,4001,4001,0,400.1,3600.9,60.01,2.81,2.81,2.4,4128.09,14.68,0,0,4128.09,14.68,2417,368,605,605,"网下询价,上网定价",余额包销,国海证券股份有限公司,信永中和会计师事务所(特殊普通合伙),四川天健华衡资产评估有限公司,四川中一律师事务所,2017/8/15,6.7,47.09,0.17,1,贵州,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳,43.95,60.97,135.67,
603127.SH,昭衍新药,732127,2017/8/7,2017/8/15,2017/8/25,主板,12.51,22.98,56.24,2050,2050,0,205,1845,53.41,2.56,2.56,2.22,3452.55,13.46,0,0,3452.55,13.46,2449.62,430.09,119.06,453.78,"网下询价,上网定价",余额包销,德邦证券股份有限公司,瑞华会计师事务所(特殊普通合伙),中和资产评估有限公司,北京市康达律师事务所,2017/8/14,4.74,59.25,0.23,1,北京,研究和试验发展,社会服务业-专业、科研服务业-其他专业、科研服务业,医疗保健--制药、生物科技与生命科学--生命科学工具和服务Ⅲ--生命科学工具和服务,A股,上海,43.96,61.08,159.41,
603181.SH,皇马科技,732181,2017/7/31,2017/8/14,2017/8/24,主板,10.36,22.99,41.82,5000,5000,0,500,4500,50,5.18,5.18,4.73,4498.21,8.68,0,0,4498.21,8.68,2700,1045,275,450,"网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,上海市广发律师事务所,2017/8/11,10.8,111.85,0.22,1,浙江,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,上海,44.02,61.13,159.45,
603079.SH,圣达生物,732079,2017/8/9,2017/8/11,2017/8/23,主板,15.09,22.99,32.93,2000,2000,0,,2000,0,3.02,3.02,2.56,4572.55,15.15,0,0,4572.55,15.15,2800,1016.98,342.45,400.94,上网定价,余额包销,中信建投证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,北京市金杜律师事务所,2017/8/10,3.4,51.36,0.17,1,浙江,食品制造业,制造业-食品、饮料-食品制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,上海,44,61.02,159.32,
300696.SZ,爱乐达,300696,2017/8/9,2017/8/11,2017/8/22,创业板,22.38,22.99,47.05,1725,1725,0,,1725,0,3.86,3.86,3.53,3355.44,8.69,0,0,3355.44,8.69,2850,152,31.32,318.87,上网定价,余额包销,广发证券股份有限公司,信永中和会计师事务所(特殊普通合伙),中水致远资产评估有限公司,四川信言律师事务所,2017/8/10,3.22,71.97,0.19,1,四川,铁路、船舶、航空航天和其他运输设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,深圳,44.01,61.06,148.4,
603976.SH,正川股份,732976,2017/7/31,2017/8/10,2017/8/22,主板,14.32,22.99,37.39,2700,2700,0,270,2430,50,3.87,3.87,3.57,2993.91,7.74,0,0,2993.91,7.74,2330.04,150.94,54.72,458.21,"网下询价,上网定价",余额包销,申万宏源证券承销保荐有限责任公司,天健会计师事务所(特殊普通合伙),开元资产评估有限公司,国浩律师事务所,2017/8/9,5.07,72.62,0.19,1,重庆,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--医疗保健设备与服务--医疗保健设备与用品--医疗保健用品,A股,上海,43.99,61.11,112.27,
002891.SZ,中宠股份,2891,2017/7/31,2017/8/10,2017/8/21,中小企业板,15.46,22.98,26.81,2500,2500,0,250,2250,50,3.87,3.87,3.22,6452.83,16.7,0,0,6452.83,16.7,4716.97,490.57,566.04,632.08,"网下询价,上网定价",余额包销,宏信证券有限责任公司,和信会计师事务所(特殊普通合伙),北京天圆开资产评估有限公司,北京国枫律师事务所,2017/8/9,4.24,65.57,0.17,1,山东,农副食品加工业,制造业-食品、饮料-食品加工业,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,深圳,43.98,61.05,114.38,
300693.SZ,盛弘股份,300693,2017/7/31,2017/8/10,2017/8/22,创业板,14.42,22.98,29.44,2281,2281,0,228.1,2052.9,50,3.29,3.29,2.96,3300.31,10.03,0,0,3300.31,10.03,2300,405.66,196.23,370.75,"网下询价,上网定价",余额包销,民生证券股份有限公司,瑞华会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京市中伦律师事务所,2017/8/9,3.19,46.03,0.14,1,广东,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳,43.97,61.03,151.45,
300692.SZ,中环环保,300692,2017/7/31,2017/8/9,2017/8/21,创业板,8.78,22.97,42.39,2667,2667,0,266.7,2400.3,50,2.34,2.34,2,3409.43,14.56,0,0,3409.43,14.56,2500,377.36,169.81,348.11,"网下询价,上网定价",余额包销,海通证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,安徽天禾律师事务所,2017/8/8,3.34,29.3,0.13,1,安徽,生态保护和环境治理业,社会服务业-其他社会服务业,工业--商业和专业服务--商业服务与用品--环境与设施服务,A股,深圳,43.96,61,159.34,
601949.SH,中国出版,780949,2017/7/31,2017/8/9,2017/8/21,主板,3.34,22.96,26.78,36450,36450,0,3645,32805,60,12.17,12.17,11.45,7213.04,5.92,0,0,7213.04,5.92,5742.59,490.92,357.55,433.02,"网下询价,上网定价",余额包销,中银国际证券股份有限公司,信永中和会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市中伦律师事务所,2017/8/8,58.13,194.14,0.16,1,北京,新闻和出版业,传播与文化产业-出版业,可选消费--媒体Ⅱ--媒体Ⅲ--出版,A股,上海,44.01,60.91,159.04,
002892.SZ,科力尔,2892,2017/7/31,2017/8/8,2017/8/17,中小企业板,17.56,22.98,29.6,2090,1760,330,506,1584,36.56,3.09,3.09,2.68,4061.53,13.14,502.41,1.37,4563.94,12.44,3370.6,489.62,231.13,433.96,"网下询价,上网定价",余额包销,兴业证券股份有限公司,瑞华会计师事务所(特殊普通合伙),湖南鹏程资产评估有限责任公司,国浩律师事务所,2017/8/7,4.29,75.25,0.21,1,湖南,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业-电机制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳,44.02,61.05,114.35,
603129.SH,春风动力,732129,2017/7/31,2017/8/8,2017/8/18,主板,13.63,22.98,47,3333.34,3333.34,0,333.24,3000.1,50.01,4.54,4.54,4.08,4649.06,10.23,0,0,4649.06,10.23,2754.72,985.85,450.94,443.4,"网下询价,上网定价",余额包销,德邦证券股份有限公司,立信会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,国浩律师事务所,2017/8/7,7.33,99.93,0.22,1,浙江,铁路、船舶、航空航天和其他运输设备制造业,制造业-机械、设备、仪表-交通运输设备制造业,可选消费--汽车与汽车零部件--汽车--摩托车制造,A股,上海,44.02,61.03,159.4,
603557.SH,起步股份,732557,2017/7/31,2017/8/8,2017/8/18,主板,7.73,22.98,43.12,4700,4700,0,470,4230,60.21,3.63,3.63,3.2,4291.43,11.81,0,0,4291.43,11.81,3000,500,226.42,448.11,"网下询价,上网定价",余额包销,广发证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),国众联资产评估土地房地产估价有限公司,上海市君悦律师事务所,2017/8/7,8.27,63.96,0.18,1,浙江,皮革、毛皮、羽毛及其制品和制鞋业,制造业-纺织、服装、皮毛-服装及其他纤维制品制造业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,A股,上海,43.98,61.01,159.3,
603776.SH,永安行,732776,2017/7/28,2017/8/7,2017/8/17,主板,26.85,22.99,53.23,2400,2400,0,240,2160,50,6.44,6.44,5.81,6351.64,9.86,0,0,6351.64,9.86,4600,900,350,460,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,致同会计师事务所(特殊普通合伙),金证(上海)资产评估有限公司,北京市海问律师事务所,2017/8/4,4.86,130.49,0.2,1,江苏,专业技术服务业,社会服务业-公共设施服务业-市内公共交通业,工业--商业和专业服务--商业服务与用品--综合支持服务,A股,上海,43.99,61.07,159.44,
601326.SH,秦港股份,780326,2017/7/4,2017/8/4,2017/8/16,主板,2.34,49.62,30.86,55800,55800,0,5580,50220,60,13.06,13.06,12.41,6511.71,4.99,0,0,6511.71,4.99,4433.96,754.72,811.26,358.49,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,安永华明会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市金杜律师事务所,2017/8/3,74.46,174.23,0.13,1,河北,水上运输业,交通运输、仓储业-交通运输辅助业,工业--运输--交通基础设施--海港与服务,A股,上海,44.02,61.13,159.64,
300691.SZ,联合光电,300691,2017/7/25,2017/8/2,2017/8/11,创业板,15.96,22.99,47.1,2140,2140,0,214,1926,50.28,3.42,3.42,2.98,4314.4,12.63,0,0,4314.4,12.63,3347.13,248,257.89,420,"网下询价,上网定价",余额包销,安信证券股份有限公司,信永中和会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,国浩律师事务所,2017/8/1,3.65,58.2,0.17,1,广东,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,43.98,61.1,159.44,
603619.SH,中曼石油,732619,2017/7/24,2017/8/2,2017/11/17,主板,22.61,22.99,34.96,4000.01,4000.01,0,399.91,3600.1,60,9.04,9.04,8.41,6315.75,6.98,0,0,6315.74,6.98,4866.69,727.36,198.11,405.66,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,立信会计师事务所(特殊普通合伙),上海立信资产评估有限公司,北京金诚同达律师事务所,2017/8/1,10.7,242.02,0.27,1,上海,开采辅助活动,采掘业-采掘服务业,能源--能源Ⅱ--能源设备与服务--石油天然气钻井,A股,上海,44.01,21.78,7.83,
603721.SH,中广天择,732721,2017/7/24,2017/8/1,2017/8/11,主板,7.05,22.99,37.73,2500,2500,0,250,2250,50,1.76,1.76,1.43,3287.64,18.65,0,0,3287.64,18.65,2547.17,188.68,141.51,396.23,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,瑞华会计师事务所(特殊普通合伙),中瑞世联资产评估集团有限公司,北京国枫律师事务所,2017/7/31,4.71,33.23,0.19,1,湖南,广播、电视、电影和影视录音制作业,传播与文化产业-广播电影电视业,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,A股,上海,43.97,61.18,159.7,
