代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),发行数量总计(万股),新股发行数量(万股),老股转让数量(万股),网下配售数量(万股),网上发行数量(万股),回拨比例(%),预计募资(上市公司)(亿元),募资总额(上市公司)(亿元),募资净额(上市公司)(亿元),上市公司发行费用(万元),上市公司发行费率(%),老股转让费用(万元),转让费率(%),发行费用合计(万元),发行费率(%),承销及保荐费(万元),审计及验资费(万元),法律费用(万元),信息披露费(万元),发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,承销商认购余股(万股),包销金额(万元),包销比例,面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所,上市首日涨跌幅%,上市5日涨跌幅%,上市10日涨跌幅%,上市20日涨跌幅%
600919.SH,江苏银行,730919,2016/6/20,2016/7/20,2016/8/2,主板,6.27,7.64,6.1,115445,115445,0,11544.5,103900.5,60,72.38,72.38,71.29,10924.65,1.51,0,0,10924.65,1.51,9265.15,375,277,400.6,"网下询价,上网定价",余额包销,中银国际证券有限责任公司,立信会计师事务所(特殊普通合伙),"中京民信(北京)资产评估有限公司,银信资产评估有限公司",江苏世纪同仁律师事务所,2016/7/19,327.63,2054.24,0.28,1,江苏,货币金融服务,金融、保险业-银行业-其他商业银行,金融--银行--商业银行--区域性银行,A股,上海,44.02,34.99,57.92,
600919.SH,江苏银行,730919,2016/6/20,2016/7/20,2016/8/2,主板,6.27,7.64,6.1,115445,115445,0,11544.5,103900.5,60,72.38,72.38,71.29,10924.65,1.51,0,0,10924.65,1.51,9265.15,375,277,400.6,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,立信会计师事务所(特殊普通合伙),"中京民信(北京)资产评估有限公司,银信资产评估有限公司",江苏世纪同仁律师事务所,2016/7/19,327.63,2054.24,0.28,1,江苏,货币金融服务,金融、保险业-银行业-其他商业银行,金融--银行--商业银行--区域性银行,A股,上海,44.02,34.99,57.92,
603663.SH,三祥新材,732663,2016/7/11,2016/7/19,2016/8/1,主板,5.28,22.98,29.62,3355,3355,0,335,3020,50.22,1.77,1.77,1.46,3087.32,17.43,0,0,3087.32,17.43,2300,410,85,254,"网下询价,上网定价",余额包销,浙商证券股份有限公司,中审亚太会计师事务所(特殊普通合伙),中铭国际资产评估(北京)有限责任公司,北京市环球律师事务所,2016/7/18,11.58,61.13,0.35,1,福建,非金属矿物制品业,制造业-金属、非金属-非金属矿物制品业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,上海,43.94,61.05,159.34,
603322.SH,超讯通信,732322,2016/7/14,2016/7/18,2016/7/28,主板,11.99,22.98,83.33,2000,2000,0,,2000,0,2.4,2.4,2.09,3057.87,12.75,0,0,3057.87,12.75,2000,450.25,240.26,344,上网定价,余额包销,恒泰长财证券有限责任公司,信永中和会计师事务所(特殊普通合伙),广东联信资产评估土地房地产估价有限公司,北京市中伦律师事务所,2016/7/15,6.22,74.55,0.31,1,广东,软件和信息技术服务业,信息技术业-通信服务业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,上海,44.04,61.09,159.41,
300525.SZ,博思软件,300525,2016/7/13,2016/7/15,2016/7/26,创业板,11.68,22.99,82.88,1710,1710,0,,1710,0,2,2,1.69,3081,15.43,0,0,3081,15.43,1900,561,340,250,上网定价,余额包销,国金证券股份有限公司,华兴会计师事务所(特殊普通合伙),福建中兴资产评估房地产土地估价有限责任公司,北京市中伦律师事务所,2016/7/14,4.24,49.5,0.25,1,福建,软件和信息技术服务业,信息技术业-计算机应用服务业,信息技术--软件与服务--软件--应用软件,A股,深圳,44.01,61.06,159.45,
002806.SZ,华锋股份,2806,2016/7/12,2016/7/14,2016/7/26,中小企业板,6.2,22.96,55.2,2000,2000,0,,2000,0,1.24,1.24,0.99,2463,19.86,0,0,2463,19.86,1700,252,53,415,上网定价,余额包销,东海证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,广东君信律师事务所,2016/7/13,5.79,35.88,0.29,1,广东,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业-电子元件制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳,44.03,61.03,159.35,
300523.SZ,辰安科技,300523,2016/7/11,2016/7/13,2016/7/26,创业板,21.92,22.99,82.65,2000,2000,0,,2000,0,4.38,4.38,3.99,3962.49,9.04,0,0,3962.49,9.04,2500,875.7,160,389,上网定价,余额包销,中信建投证券股份有限公司,容诚会计师事务所(特殊普通合伙),"北京华亚正信资产评估有限公司,北京天圆开资产评估有限公司",北京市金杜律师事务所,2016/7/12,5.57,122.1,0.28,1,北京,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳,43.98,61.06,159.38,
300517.SZ,海波重科,300517,2016/6/6,2016/7/7,2016/7/19,创业板,10.04,22.97,13.32,2560,2560,0,256,2304,50,2.57,2.57,2.28,2936.76,11.43,0,0,2936.76,11.43,2081.13,330.19,236.6,228.3,"网下询价,上网定价",余额包销,长江证券承销保荐有限公司,立信会计师事务所(特殊普通合伙),同致信德(北京)资产评估有限公司,北京市金杜律师事务所,2016/7/6,6.7,67.23,0.26,1,湖北,土木工程建筑业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳,44.02,61.13,159.47,
002803.SZ,吉宏股份,2803,2016/6/22,2016/6/30,2016/7/12,中小企业板,6.37,22.84,35.3,2900,2900,0,290,2610,50,1.85,1.85,1.36,4898,26.51,0,0,4898,26.51,4000,308,140,450,"网下询价,上网定价",余额包销,华龙证券股份有限公司,中喜会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,北京市康达律师事务所,2016/6/29,9.28,59.11,0.32,1,福建,互联网和相关服务,制造业-造纸、印刷,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,A股,深圳,43.96,61.07,159.54,
603069.SH,海汽集团,732069,2016/6/21,2016/6/29,2016/7/12,主板,3.82,18.2,18.29,7900,7900,0,790,7110,60,3.02,3.02,2.73,2889.26,9.57,0,0,2889.26,9.57,2302.99,154,30,365,"网下询价,上网定价",余额包销,金元证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海市锦天城律师事务所,2016/6/28,25.6,97.77,0.32,1,海南,道路运输业,交通运输、仓储业-公路运输业,工业--运输--公路与铁路运输--公路运输,A股,上海,43.98,61.27,159.82,
300520.SZ,科大国创,300520,2016/6/20,2016/6/28,2016/7/8,创业板,10.05,22.84,79.4,2300,2300,0,230,2070,50,2.31,2.31,1.96,3555,15.38,0,0,3555,15.38,2260,783,180,282,"网下询价,上网定价",余额包销,国元证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,安徽天禾律师事务所,2016/6/27,5.85,58.84,0.25,1,安徽,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--软件--应用软件,A股,深圳,43.98,61.09,159.36,
002805.SZ,丰元股份,2805,2016/6/20,2016/6/27,2016/7/7,中小企业板,5.8,22.97,43.93,2422.9,2422.9,0,242.25,2180.65,50,1.41,1.41,1.08,3220.46,22.92,0,0,3220.46,22.92,2200,386.8,105,476,"网下询价,上网定价",余额包销,中泰证券股份有限公司,大信会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,山东德衡律师事务所(特殊普通合伙),2016/6/24,6.94,40.26,0.29,1,山东,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳,43.97,61.08,159.52,
300521.SZ,爱司凯,300521,2016/6/22,2016/6/24,2016/7/5,创业板,11.26,22.98,71.5,2000,2000,0,,2000,0,2.45,2.25,1.89,3629.25,16.12,0,0,3629.25,16.12,2520,550,310,235,上网定价,余额包销,江海证券有限公司,天职国际会计师事务所(特殊普通合伙),,湖南启元律师事务所,2016/6/23,3.97,44.65,0.2,1,广东,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--机械--工业机械,A股,深圳,43.96,61.01,159.28,
300522.SZ,世名科技,300522,2016/6/21,2016/6/23,2016/7/5,创业板,18.55,22.98,43.78,1667,1667,0,,1667,0,3.09,3.09,2.81,2776.1,8.98,0,0,2776.1,8.98,2020,381.83,84.91,264.15,上网定价,余额包销,中信建投证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海市锦天城律师事务所,2016/6/22,4.06,75.23,0.24,1,江苏,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳,43.99,61.06,159.42,
601966.SH,玲珑轮胎,780966,2016/6/13,2016/6/22,2016/7/6,主板,12.98,22.97,47.25,20000,20000,0,2000,18000,60,25.96,25.96,24.91,10519.99,4.05,0,0,10519.99,4.05,7595.85,1963.08,318.21,384.91,"网下询价,上网定价",余额包销,安信证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),北京天圆开资产评估有限公司,北京市金杜律师事务所,2016/6/21,76.08,987.56,0.38,1,山东,橡胶和塑料制品业,制造业-石油、化学、塑胶、塑料-橡胶制造业-轮胎制造业,可选消费--汽车与汽车零部件--汽车零配件--轮胎与橡胶,A股,上海,43.99,61.1,114.87,
603016.SH,新宏泰,732016,2016/6/8,2016/6/21,2016/7/1,主板,8.49,19.3,30.92,3705,3705,0,370.5,3334.5,50.19,3.15,3.15,2.9,2461.1,7.82,0,0,2461.1,7.82,1356.1,630,80,370,"网下询价,上网定价",余额包销,东海证券股份有限公司,瑞华会计师事务所(特殊普通合伙),中联资产评估集团有限公司,国浩律师事务所,2016/6/20,16.56,140.63,0.45,1,江苏,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,上海,44.05,61.08,159.36,
002802.SZ,洪汇新材,2802,2016/6/7,2016/6/20,2016/6/29,中小企业板,9.52,22.98,43.3,2700,2700,0,270,2430,50,2.57,2.57,2.29,2854,11.1,0,0,2854,11.1,2079,200,110,415,"网下询价,上网定价",余额包销,东兴证券股份有限公司,公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,江苏世纪同仁律师事务所,2016/6/17,9.17,87.34,0.34,1,江苏,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳,44.01,61.12,159.45,
603958.SH,哈森股份,732958,2016/6/7,2016/6/17,2016/6/29,主板,9.15,22.98,41.97,5436,5436,0,543.6,4892.4,50,4.97,4.97,4.49,4817.83,9.69,0,0,4817.83,9.69,3298.18,850.09,253.77,375.47,"网下询价,上网定价",余额包销,长江证券承销保荐有限公司,大华会计师事务所(特殊普通合伙),中和资产评估有限公司,北京海润天睿律师事务所,2016/6/16,20.98,191.98,0.39,1,江苏,皮革、毛皮、羽毛及其制品和制鞋业,制造业-纺织、服装、皮毛-皮革、毛皮、羽绒及制品制造业-皮革制品制造业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,A股,上海,44.04,61.15,159.56,
603909.SH,合诚股份,732909,2016/6/6,2016/6/16,2016/6/28,主板,10.55,21,49,2500,2500,0,250,2250,50,2.64,2.64,2.23,4096.55,15.53,0,0,4096.55,15.53,2900,540,158,469.8,"网下询价,上网定价",余额包销,民生证券股份有限公司,北京兴华会计师事务所(特殊普通合伙),福建中兴资产评估房地产土地估价有限责任公司,北京市通商律师事务所,2016/6/15,11.96,126.13,0.48,1,福建,专业技术服务业,社会服务业-专业、科研服务业-建筑、工程咨询服务业,工业--商业和专业服务--专业服务--调查和咨询服务,A股,上海,43.98,61.03,159.38,
300518.SZ,盛讯达,300518,2016/6/6,2016/6/15,2016/6/24,创业板,22.22,22.68,76.83,2334,2334,0,233.4,2100.6,50.41,5.19,5.19,4.6,5870,11.32,0,0,5870,11.32,4500,745,225,400,"网下询价,上网定价",余额包销,广发证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),广东联信资产评估土地房地产估价有限公司,北京市金杜律师事务所,2016/6/14,7.28,161.73,0.31,1,广东,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--软件--家庭娱乐软件,A股,深圳,44.01,61.06,159.41,
002801.SZ,微光股份,2801,2016/6/7,2016/6/13,2016/6/22,中小企业板,19.51,15.24,30.34,1472,1472,0,,1472,0,2.87,2.87,2.46,4072.72,14.18,0,0,4072.72,14.18,2800,700,230,342.72,上网定价,余额包销,西南证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,浙江天册律师事务所,2016/6/8,5.51,107.58,0.37,1,浙江,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳,43.98,61.05,159.34,
300519.SZ,新光药业,300519,2016/6/6,2016/6/8,2016/6/24,创业板,12.2,8.26,39.95,2000,2000,0,,2000,0,2.44,2.44,2.12,3233,13.25,0,0,3233,13.25,1800,766,258,369,上网定价,余额包销,太平洋证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,上海市锦天城律师事务所,2016/6/7,7.17,87.52,0.36,1,浙江,医药制造业,制造业-医药、生物制品-医药制造业-中药材及中成药加工业,医疗保健--制药、生物科技与生命科学--制药--中药,A股,深圳,44.02,61.07,159.36,
601127.SH,小康股份,780127,2016/5/23,2016/5/31,2016/6/15,主板,5.81,18.19,18.21,14250,14250,0,1425,12825,60,8.55,8.28,7.38,8947.4,10.81,0,0,8947.4,10.81,7069,715,507,500,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,大信会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,北京市金杜律师事务所,2016/5/30,49.91,289.99,0.35,1,重庆,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车--汽车制造,A股,上海,44.06,61.05,159.26,
300515.SZ,三德科技,300515,2016/5/20,2016/5/30,2016/6/8,创业板,8.57,22.98,60.03,2500,2500,0,250,2250,50,2.14,2.14,1.83,3135.3,14.63,0,0,3135.3,14.63,2390,225.8,165,339.2,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,中审华会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,湖南启元律师事务所,2016/5/27,6.87,58.86,0.27,1,湖南,仪器仪表制造业,制造业-机械、设备、仪表-仪器仪表及文化、办公用机械制造业,工业--资本货物--机械--工业机械,A股,深圳,43.99,61.02,159.48,
002799.SZ,环球印务,2799,2016/5/19,2016/5/27,2016/6/8,中小企业板,7.98,22.99,54.24,2500,2500,0,250,2250,50,2,2,1.69,3070,15.39,0,0,3070,15.39,2200,350,190,305,"网下询价,上网定价",余额包销,招商证券股份有限公司,希格玛会计师事务所(特殊普通合伙),,北京市天元律师事务所,2016/5/26,6.98,55.73,0.28,1,陕西,造纸和纸制品业,制造业-造纸、印刷-造纸及纸制品业,可选消费--媒体Ⅱ--媒体Ⅲ--广告,A股,深圳,43.98,61.01,159.36,
603131.SH,上海沪工,732131,2016/5/18,2016/5/26,2016/6/7,主板,10.09,22.98,45.77,2500,2500,0,250,2250,50,2.52,2.52,2.15,3727,14.78,0,0,3727,14.78,2500,675,130,390,"网下询价,上网定价",余额包销,广发证券股份有限公司,立信会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,上海市锦天城律师事务所,2016/5/25,8.79,88.7,0.35,1,上海,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,上海,44,61.05,159.33,
601611.SH,中国核建,780611,2016/5/16,2016/5/25,2016/6/6,主板,3.47,15.6,15.62,52500,52500,0,5250,47250,60,20.21,18.22,17.66,5534.76,3.04,0,0,5534.76,3.04,3749.43,1120.43,200,315,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,立信会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京国枫律师事务所,2016/5/24,152.23,528.25,0.29,1,上海,土木工程建筑业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,上海,44.09,61.2,159.8,
300516.SZ,久之洋,300516,2016/5/16,2016/5/24,2016/6/2,创业板,22.5,22.98,50.75,3000,3000,0,300,2700,50,6.75,6.75,6.27,4773.5,7.07,0,0,4773.5,7.07,4050,302.5,150,251,"网下询价,上网定价",余额包销,西南证券股份有限公司,立信会计师事务所(特殊普通合伙),中资资产评估有限公司,时代九和律师事务所,2016/5/23,10.15,228.4,0.34,1,湖北,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,深圳,44,61.02,159.32,
603737.SH,三棵树,732737,2016/5/16,2016/5/23,2016/6/3,主板,15.94,18.09,44.63,2500,2500,0,250,2250,50,3.99,3.99,3.35,6331.66,15.89,0,0,6331.66,15.89,4500,725,585,490,"网下询价,上网定价",余额包销,中信证券股份有限公司,致同会计师事务所(特殊普通合伙),福建联合中和资产评估土地房地产估价有限公司,福建至理律师事务所,2016/5/20,10.91,173.96,0.44,1,福建,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,上海,43.98,61.13,159.56,
002800.SZ,天顺股份,2800,2016/5/17,2016/5/19,2016/5/30,中小企业板,7.7,19.77,19.78,1868,1868,0,,1868,0,1.44,1.44,1.04,3980,27.67,0,0,3980,27.67,3130,398,84,340,上网定价,余额包销,广州证券股份有限公司,大华会计师事务所(特殊普通合伙),万隆(上海)资产评估有限公司,新疆天阳律师事务所,2016/5/18,5.21,40.1,0.28,1,新疆,道路运输业,交通运输、仓储业-公路运输业,工业--运输--航空货运与物流Ⅲ--航空货运与物流,A股,深圳,44.03,61.05,159.51,
300513.SZ,恒实科技,300513,2016/5/16,2016/5/18,2016/5/30,创业板,11.73,22.98,88.31,1906,1906,0,,1906,0,2.24,2.24,1.96,2712.31,12.13,0,0,2712.31,12.13,2040,210,200,251,上网定价,余额包销,中国银河证券股份有限公司,信永中和会计师事务所(特殊普通合伙),中和资产评估有限公司,北京市天元律师事务所,2016/5/17,6.99,82.03,0.37,1,北京,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳,43.99,61.04,159.33,
300512.SZ,中亚股份,300512,2016/4/29,2016/5/17,2016/5/26,创业板,20.91,22.96,53.97,3375,3375,0,337.5,3037.5,50.15,7.06,7.06,6.65,4085.25,5.79,0,0,4085.25,5.79,3031,571,180,289,"网下询价,上网定价",余额包销,瑞银证券有限责任公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,浙江天册律师事务所,2016/5/16,8.56,178.98,0.25,1,浙江,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,深圳,44,61.04,159.35,
002798.SZ,帝欧家居,2798,2016/4/28,2016/5/16,2016/5/25,中小企业板,10.57,22.98,54.13,2160,2160,0,216,1944,50,2.28,2.28,1.74,5475.52,23.98,0,0,5475.52,23.98,4267.2,775,0,433.32,"网下询价,上网定价",余额包销,华西证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市金杜律师事务所,2016/5/13,6.62,69.97,0.31,1,四川,非金属矿物制品业,制造业-木材、家具-家具制造业,工业--资本货物--建筑产品Ⅲ--建筑产品,A股,深圳,43.99,61.04,159.4,
603339.SH,四方科技,732339,2016/4/27,2016/5/6,2016/5/19,主板,10.19,18.99,54.85,5170,5170,0,517,4653,51.9,5.27,5.27,4.65,6178.3,11.73,0,0,6178.3,11.73,4741.41,730,290,350,"网下询价,上网定价",余额包销,广发证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,上海市通力律师事务所,2016/5/5,31.41,320.03,0.61,1,江苏,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,上海,43.96,61.08,159.44,
603959.SH,百利科技,732959,2016/4/26,2016/5/5,2016/5/17,主板,6.03,22.96,50.44,5600,5600,0,560,5040,50,3.38,3.38,3.07,3077,9.11,0,0,3077,9.11,2020,392,210,380,"网下询价,上网定价",余额包销,华融证券股份有限公司,瑞华会计师事务所(特殊普通合伙),北京中同华资产评估有限公司,北京市康达律师事务所,2016/5/4,23.25,140.17,0.42,1,湖南,土木工程建筑业,社会服务业-专业、科研服务业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,上海,43.95,61.18,159.56,
603779.SH,ST威龙,732779,2016/4/25,2016/5/4,2016/5/16,主板,4.61,22.45,25.15,5020,5020,0,502,4518,50.16,5.54,2.31,1.93,3860,16.68,0,0,3860,16.68,3000,210,150,440,"网下询价,上网定价",余额包销,第一创业摩根大通证券有限责任公司,中喜会计师事务所(特殊普通合伙),,北京市众天律师事务所,2016/5/3,16.15,74.46,0.32,1,山东,酒、饮料和精制茶制造业,制造业-食品、饮料-饮料制造业-酒精及饮料酒制造业,日常消费--食品、饮料与烟草--饮料--白酒与葡萄酒,A股,上海,44.03,60.84,159.04,
002797.SZ,第一创业,2797,2016/4/25,2016/4/29,2016/5/11,中小企业板,10.64,22.99,28.14,21900,21900,0,2190,19710,60,23.3,23.3,22.34,9623.01,4.13,0,0,9623.01,4.13,8388.58,394,225,385,"网下询价,上网定价",余额包销,招商证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京金诚同达律师事务所,2016/4/28,68.53,729.11,0.31,1,广东,资本市场服务,金融、保险业-证券、期货业-综合类证券公司,金融--多元金融--资本市场--投资银行业与经纪业,A股,深圳,43.98,61.03,58.81,
002797.SZ,第一创业,2797,2016/4/25,2016/4/29,2016/5/11,中小企业板,10.64,22.99,28.14,21900,21900,0,2190,19710,60,23.3,23.3,22.34,9623.01,4.13,0,0,9623.01,4.13,8388.58,394,225,385,"网下询价,上网定价",余额包销,第一创业摩根大通证券有限责任公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京金诚同达律师事务所,2016/4/28,68.53,729.11,0.31,1,广东,资本市场服务,金融、保险业-证券、期货业-综合类证券公司,金融--多元金融--资本市场--投资银行业与经纪业,A股,深圳,43.98,61.03,58.81,
002796.SZ,世嘉科技,2796,2016/4/25,2016/4/27,2016/5/10,中小企业板,12.95,22.33,49.76,2000,2000,0,,2000,0,2.59,2.59,2.25,3373.24,13.02,0,0,3373.24,13.02,2200,628.24,105,417,上网定价,余额包销,华林证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,江苏永衡昭辉律师事务所,2016/4/26,7.76,100.46,0.39,1,江苏,计算机、通信和其他电子设备制造业,制造业-金属、非金属-金属制品业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳,44.02,61.07,159.36,
300510.SZ,金冠股份,300510,2016/4/18,2016/4/26,2016/5/6,创业板,12.3,22.99,31.78,2180,2180,0,218,1962,50.09,2.68,2.68,2.39,2940,10.96,0,0,2940,10.96,2034.77,444,155,234,"网下询价,上网定价",余额包销,兴业证券股份有限公司,天健会计师事务所(特殊普通合伙),,北京市金杜律师事务所,2016/4/25,6.9,84.89,0.32,1,吉林,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳,43.98,61.04,148.67,
603101.SH,汇嘉时代,732101,2016/4/15,2016/4/25,2016/5/6,主板,8.81,22.98,38.26,6000,6000,0,600,5400,50,5.29,5.29,4.79,4930.07,9.33,0,0,4930.07,9.33,4000,397.59,149.81,333.96,"网下询价,上网定价",余额包销,中国银河证券股份有限公司,天职国际会计师事务所(特殊普通合伙),北京卓信大华资产评估有限公司,湖南启元律师事务所,2016/4/22,25.71,226.52,0.43,1,新疆,零售业,批发和零售贸易-零售业,可选消费--零售业--多元化零售--百货商店,A股,上海,44.04,61.15,80.22,
300511.SZ,雪榕生物,300511,2016/4/14,2016/4/22,2016/5/4,创业板,16.82,22.98,58.51,3750,3750,0,375,3375,50,6.31,6.31,5.73,5820.04,9.23,0,0,5820.04,9.23,4084.5,978,385.4,310,"网下询价,上网定价",余额包销,安信证券股份有限公司,安永华明会计师事务所(特殊普通合伙),北京中同华资产评估有限公司,国浩律师事务所,2016/4/21,12.77,214.71,0.34,1,上海,农业,农、林、牧、渔业-农业-种植业,日常消费--食品、饮料与烟草--食品--农产品,A股,深圳,44,61.02,104.71,
603528.SH,多伦科技,732528,2016/4/13,2016/4/21,2016/5/3,主板,9.45,6.41,54.21,5168,5168,0,516.8,4651.2,51.92,4.88,4.88,4.2,6858.5,14.04,0,0,6858.5,14.04,5300,690,364,390,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,天衡会计师事务所(特殊普通合伙),中财宝信(北京)资产评估有限公司,北京市中伦律师事务所,2016/4/20,21.29,201.22,0.41,1,江苏,计算机、通信和其他电子设备制造业,信息技术业-计算机应用服务业-计算机软件开发与咨询,信息技术--软件与服务--软件--应用软件,A股,上海,44.02,61.06,159.37,
300507.SZ,苏奥传感,300507,2016/3/29,2016/4/20,2016/4/29,创业板,24.92,22.99,19.69,1667,1667,0,,1667,0,4.15,4.15,3.54,6100.84,14.69,0,0,6100.84,14.69,5352.51,210,150,350,上网定价,余额包销,国金证券股份有限公司,大华会计师事务所(特殊普通合伙),北京中鸿信达资产评估有限公司,上海市联合律师事务所,2016/4/19,6.39,159.3,0.38,1,江苏,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳,43.98,61.06,113.07,
002795.SZ,永和智控,2795,2016/4/12,2016/4/19,2016/4/28,中小企业板,14.85,22.99,54.49,2500,2500,0,250,2250,50,3.71,3.71,3.28,4303.73,11.59,0,0,4303.73,11.59,2228.38,860,880,306.6,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,立信会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,国浩律师事务所,2016/4/18,12.87,191.05,0.51,1,浙江,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,深圳,43.97,61.09,113.56,
603822.SH,嘉澳环保,732822,2016/4/14,2016/4/18,2016/4/28,主板,11.76,22.97,45.06,1835,1835,0,,1835,0,2.16,2.16,1.83,3317.87,15.38,0,0,3317.87,15.38,2500,205.58,172.5,325,上网定价,余额包销,安信证券股份有限公司,瑞华会计师事务所(特殊普通合伙),"万隆(上海)资产评估有限公司,中京民信(北京)资产评估有限公司",上海市锦天城律师事务所,2016/4/15,9.33,109.76,0.51,1,浙江,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,上海,43.96,61.02,159.36,
603029.SH,天鹅股份,732029,2016/4/7,2016/4/15,2016/4/27,主板,8.93,22.98,64.3,2334,2334,0,233.4,2100.6,54.27,2.08,2.08,1.72,3644.22,17.48,0,0,3644.22,17.48,2380,250,525,10.9,"网下询价,上网定价",余额包销,中德证券有限责任公司,信永中和会计师事务所(特殊普通合伙),,北京国枫律师事务所,2016/4/14,11.82,105.51,0.51,1,山东,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--机械--工业机械,A股,上海,44.01,61.12,159.49,
